	id	leg_term	desc	pos_tag	term_root
1205	525	инженерийн хийцтэй барилга байгууламж	зохих барилгын норм, дүрмийн дагуу боловсруулсан ажлын зургаар эрх бүхий хуулийн этгээд барьсан бүх төрлийн барилга, байгууламж, инженерийн шугам сүлжээ	NM	байгууламж
1206	1223	хуулийн этгээдийн эзэмшлийн орон сууц	тухайн хуулийн этгээдийн тайлан, балансад бүртгэлтэй, түүний ашиглалт, засвар, үйлчилгээний бүх зардал болон сууц эзэмшигчидтэй хийх гэрээ, төлбөр тооцоог уг хуулийн этгээд нь бүрэн хариуцан гүйцэтгэдэг орон сууц	NM	сууц
1195	1416	эрх зүйн ач холбогдол бүхий үйл явдал	иргэн, хуулийн этгээдийн эдийн ба эдийн бус баялагтай холбоотой эрх үүсэх, өөрчлөгдөх, дуусгавар болоход шууд хамаарах үйл явдал	NM	явдал
1195	1416	эрх зүйн ач холбогдол бүхий үйл явдл	иргэн, хуулийн этгээдийн эдийн ба эдийн бус баялагтай холбоотой эрх үүсэх, өөрчлөгдөх, дуусгавар болоход шууд хамаарах үйл явдал	NM	явдал
2240	1460023	бүх төрлийн шатахууны бөөний худалдаа	энэ хуулийн 417-д заасан бүтээгдэхүүнийг энэ хуулийн 413-т заасан агуулахаас борлуулахыг	NM	худалдаа
2235	5920028	төрийн болон албаны нууцыг үрэгдүүлэх	тогтоосон дэглэм, журмыг зөрчсөний улмаас байгууллага, албан тушаалтан, иргэний эзэмшил, ашиглалтаас төрийн болон албаны нууц түр, эсхүл бүрмөсөн гарсныг	NM	үрэгдүүлэх
2235	5920028	төрийн болон албаны нууцыг үрэгдүүлх	тогтоосон дэглэм, журмыг зөрчсөний улмаас байгууллага, албан тушаалтан, иргэний эзэмшил, ашиглалтаас төрийн болон албаны нууц түр, эсхүл бүрмөсөн гарсныг	NM	үрэгдүүлэх
2238	6130018	нэгдсэн төсвийн тэнцвэржүүлсэн орлого	гол нэр төрлийн эрдэс баялгийн тэнцвэржүүлсэн орлого, нэгдсэн төсвийн суурь орлогын нийлбэрээс тухайн төсвийн жилд ирээдүйн өв санд хуримтлагдсан төсвийн орлогыг хассан дүнг	NM	орлого
2238	6130018	нэгдсэн төсвийн тэнцвэржүүлсэн орлог	гол нэр төрлийн эрдэс баялгийн тэнцвэржүүлсэн орлого, нэгдсэн төсвийн суурь орлогын нийлбэрээс тухайн төсвийн жилд ирээдүйн өв санд хуримтлагдсан төсвийн орлогыг хассан дүнг	NM	орлого
2214	5420020	соёлын биет бус өвийг өвлөн уламжлагч	соёлын биет бус өвийг ур чадварын өндөр түвшинд өвлөн эзэмшсэн, түүнийгээ олны хүртээл болгож, дараагийн үедээ өвлүүлэн уламжлуулж байгаа хамт олон, бүлэг, хувь хүнийг	NM	уламжлагч
2215	1900012	сургуулийн хоол үйлдвэрлэл, үйлчилгээ	ерөнхий боловсролын сургуульд суралцаж байгаа болон дотуур байранд амьдарч байгаа хүүхдийг эрүүл, шим тэжээллэг, аюулгүй хоол, хүнсээр сургуулиас ханган үйлчлэх үйл ажиллагааг	NM	үйлчилгээ
2216	90025	бохирдуулах бодисын хаягдлын стандарт	агаарын бохирдлын эх үүсвэрээс үргэлжилсэн хугацааны турш хүрээлэн байгаа агаарт гаргаж болох бохирдуулах бодисын зөвшөөрөгдөх дээд хэмжээг стандартын асуудал эрхэлсэн төрийн захиргааны байгууллагаас баталгаажуулсныг	NM	стандарт
2217	6150016	түгээмэл тархацтай ашигт малтмал хайх	түгээмэл тархацтай ашигт малтмалын байршил, тоо хэмжээг нарийвчлан тогтоох зорилгоор газрын гадаргуу, түүний хэвлийд геологи, хайгуулын судалгаа хийж, нөөц, баялгийг ашиглах боломжийг судлан техник, эдийн засгийн үнэлгээ хийхийг	NM	хайх
2218	660022	хоёрдугаар зэрэглэлийн өөрийн хөрөнгө	энэ хуулийн 417-д зааснаас бусад давуу эрхтэй хувьцаа, нэмж төлөгдсөн давуу эрхийн хувьцаа, дахин үнэлгээний нэмэгдэл, нийгмийн хөгжлийн сан, хувьцаанд хөрвөх бусад үнэт цаас	NM	хөрөнгө
2218	660022	хоёрдугаар зэрэглэлийн өөрийн хөрөнг	энэ хуулийн 417-д зааснаас бусад давуу эрхтэй хувьцаа, нэмж төлөгдсөн давуу эрхийн хувьцаа, дахин үнэлгээний нэмэгдэл, нийгмийн хөгжлийн сан, хувьцаанд хөрвөх бусад үнэт цаас	NM	хөрөнгө
2219	6600028	усан замын тээврийн хэрэгслийн жолооч	энэ хуулийн 81-д заасан усан замын тээврийн хэрэгслийг жолоодох эрх бүхий этгээдийг	NM	жолооч
